Release Date,Release Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
12/01/2021,Parole,G2,M,White,43,Jasper,23990013,Property,THEFT PROP>=$200K,05/13/2015,11/07/2014,9 Years
07/25/2022,DMS,G2,M,White,49,Denton,23990194,Property,"THEFT PROP >=$2,500<$30K",05/12/2022,02/06/2021,2 Years & Less
01/05/2022,SAFPF - Prl,FT,F,White,44,Rockwall,23990004,Property,"THEFT PROP>=$1,500<$20K",10/22/2008,07/03/2007,SAFPF
05/11/2022,DMS,G1,F,White,49,Harris,23990013,Property,THEFT PROP>=$200K,11/17/2014,01/15/2004,16 to 20 Years
12/17/2021,Discharge,J2,F,Black,47,Hale,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/05/2021,03/24/2020,8 to 9 Months
04/01/2022,Discharge,J2,M,Hispanic,43,Hidalgo,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/18/2021,04/26/2021,13 to 14 Months
05/04/2022,DMS,G2,M,Hispanic,44,Hidalgo,23990161,Property,THEFT PROP >=$100K<$200K ENH,04/21/2021,04/15/2014,6 Years
07/12/2022,DMS,G2,M,Hispanic,44,Bexar,23990010,Property,THEFT PROP >=$20K<$100K,05/19/2022,12/05/2014,2 Years & Less
09/20/2021,Discharge,J2,M,White,42,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",07/21/2021,08/25/2020,11 to 12 Months
08/17/2022,Discharge,J2,M,White,45,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",01/21/2022,03/10/2019,8 to 9 Months
08/05/2022,DMS,OT,M,White,45,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",03/15/2021,10/01/2020,4 Years
04/01/2022,Discharge,J2,F,Black,47,Kaufman,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/26/2021,04/04/2021,11 to 12 Months
03/14/2022,Discharge,J2,F,Black,44,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/12/2021,06/21/2021,6 Months & Less
12/09/2021,Parole,G2,M,Black,46,Randall,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/11/2019,07/05/2018,3 Years
03/04/2022,Discharge,J2,M,White,44,Tom Green,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/02/2021,03/21/2019,13 to 14 Months
01/28/2022,Discharge,J1,F,Black,49,Anderson,23990035,Property,"THEFT >=$1,500 <$20K BY CHECK",08/09/2013,03/29/2003,17 to 18 Months
10/14/2021,Parole,IT,M,White,42,Montague,23990194,Property,"THEFT PROP >=$2,500<$30K",09/26/2016,09/20/2015,16 to 20 Years
03/24/2022,DMS,OT,M,Hispanic,45,Webb,23990198,Property,THEFT PROP >=$30K<$150K,10/23/2017,11/29/2015,8 Years
04/19/2022,SAFPF - Prob,FT,F,White,42,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",,11/10/2020,SAFPF
03/28/2022,DMS,RP,M,White,43,Anderson,23990194,Property,"THEFT PROP >=$2,500<$30K",11/08/2018,05/03/2017,4 Years
07/22/2022,Discharge,J2,M,White,42,Jefferson,23990194,Property,"THEFT PROP >=$2,500<$30K",02/08/2021,07/25/2020,23 to 24 Months & More
12/17/2021,Discharge,J4,M,Hispanic,38,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",05/25/2021,12/22/2020,11 to 12 Months
09/09/2021,Discharge,J2,M,Black,41,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",06/10/2021,02/01/2021,6 Months & Less
10/08/2021,Discharge,J2,M,Hispanic,56,Collin,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",08/03/2021,03/06/2020,11 to 12 Months
09/01/2021,DMS,G2,M,White,43,Comal,23990173,Property,ORGANIZED RETAIL THEFT >= $1500 < $20K,03/07/2017,01/05/2015,4 Years
07/21/2022,Discharge,J2,M,Black,44,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/31/2022,07/22/2021,11 to 12 Months
11/09/2021,Parole,PR,M,White,39,Brazoria,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",01/15/2020,08/05/2019,2 Years & Less
12/06/2021,Discharge,J2,M,White,40,Collin,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/30/2021,06/15/2021,6 Months & Less
12/30/2021,Discharge,J2,M,Black,40,Brazos,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/07/2021,02/24/2021,9 to 10 Months
01/31/2022,Discharge,J2,M,Hispanic,48,Washington,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/30/2021,06/10/2021,8 to 9 Months
06/30/2022,DMS,G2,M,Black,46,Tarrant,28990014,Property,"THEFT OF CARGO >=$10,000<$100K",10/09/2020,03/11/2016,4 Years
10/19/2021,Discharge,J2,F,White,40,Kaufman,23990194,Property,"THEFT PROP >=$2,500<$30K",09/02/2021,07/20/2016,6 Months & Less
11/02/2021,Parole,G2,M,White,45,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/10/2017,01/12/2017,5 Years
07/13/2022,Discharge,J2,F,White,41,Hays,23990194,Property,"THEFT PROP >=$2,500<$30K",05/11/2021,05/15/2020,17 to 18 Months
04/18/2022,DMS,G2,M,White,45,Palo Pinto,23990198,Property,THEFT PROP >=$30K<$150K,04/26/2017,08/12/2016,7 Years
02/23/2022,DMS,G2,M,White,42,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/29/2019,03/23/2019,3 Years
07/11/2022,Discharge,J2,M,Hispanic,41,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/30/2021,07/12/2021,11 to 12 Months
10/15/2021,Discharge,J1,M,Hispanic,41,Bexar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",10/28/2019,05/02/2019,11 to 12 Months
08/18/2022,Discharge,PJ,M,Black,49,Fort Bend,23990132,Property,THEFT FROM PERSON,02/23/2022,08/03/2021,13 to 14 Months
07/15/2022,Discharge,J2,M,Hispanic,42,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",02/28/2022,12/18/2015,6 Months & Less
09/10/2021,Discharge,J2,F,White,41,Taylor,23990009,Property,"THEFT PROP<$1,500  2/MORE PREV CONVIC",03/26/2021,08/06/2014,6 Months & Less
04/22/2022,Discharge,G2,M,Black,42,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/04/2020,04/23/2020,2 Years & Less
11/10/2021,Discharge,J2,M,Hispanic,39,El Paso,23990194,Property,"THEFT PROP >=$2,500<$30K",04/16/2021,09/20/2020,7 to 8 Months
07/20/2022,Discharge,J2,M,White,38,Wichita,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/18/2022,11/09/2019,9 to 10 Months
07/13/2022,DMS,G2,M,White,44,Kendall,23990198,Property,THEFT PROP >=$30K<$150K,04/22/2022,08/02/2019,2 Years & Less
09/15/2021,Parole,G2,M,White,42,Ellis,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/05/2018,12/03/2017,4 Years
01/08/2022,DMS,G1,M,White,45,Brazos,23990194,Property,"THEFT PROP >=$2,500<$30K",02/11/2021,03/05/2020,3 Years
07/01/2022,Discharge,J2,F,White,48,Hood,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/19/2021,07/29/2021,13 to 14 Months
08/30/2022,Parole,G2,M,White,42,Hood,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/06/2020,08/25/2019,7 Years
01/04/2022,DMS,G2,M,Black,40,Harris,23030004,Property,ORGANIZED RETAIL THEFT >=$30K<$150K,03/03/2021,01/03/2020,3 Years
08/23/2022,DMS,G2,M,Hispanic,45,Smith,23990201,Property,THEFT PROP >=$150K<$300K,02/10/2020,08/09/2019,5 Years
03/25/2022,Discharge,J2,M,Black,45,Harris,23990132,Property,THEFT FROM PERSON,02/02/2022,10/01/2021,6 Months & Less
10/22/2021,Discharge,J5,M,White,42,Collin,23990194,Property,"THEFT PROP >=$2,500<$30K",01/06/2021,03/09/2020,17 to 18 Months
06/08/2022,Discharge,G4,M,White,44,Galveston,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/28/2020,06/06/2019,3 Years
03/07/2022,Parole,G1,M,Hispanic,42,Scurry,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/05/2017,11/29/2016,16 to 20 Years
05/19/2022,Discharge,J2,M,White,45,San Patricio,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",10/08/2021,12/04/2020,12 to 13 Months
01/07/2022,Discharge,J1,F,Hispanic,43,Hunt,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/11/2021,08/29/2019,14 to 15 Months
03/01/2022,Discharge,J2,M,Black,42,Tarrant,23990207,Property,THEFT PROP >=$750<$2500 ENH IAT,09/20/2021,04/06/2020,6 Months & Less
06/10/2022,Discharge,J2,M,Hispanic,44,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/02/2022,04/19/2021,6 Months & Less
04/06/2022,DMS,OT,M,White,44,Grayson,23990194,Property,"THEFT PROP >=$2,500<$30K",08/29/2019,04/07/2019,5 Years
03/11/2022,Discharge,RF,F,White,47,Gregg,28990013,Property,"THEFT OF CARGO >=$1,500<$10,000",09/01/2021,11/01/2016,8 to 9 Months
08/17/2022,DMS,G2,M,Hispanic,39,Cameron,23990194,Property,"THEFT PROP >=$2,500<$30K",02/16/2022,09/13/2021,2 Years & Less
12/07/2021,Parole,G1,M,White,43,Hopkins,23990143,Property,THEFT OF MATERIAL 50% ALUM/BRNZE/COPPER <$20K,02/01/2019,04/07/2014,10 Years
04/01/2022,Discharge,J2,F,Black,43,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/14/2021,01/21/2021,6 Months & Less
12/09/2021,Parole,IT,M,Hispanic,45,Harris,23990004,Property,"THEFT PROP>=$1,500<$20K",12/17/2013,07/01/2011,10 Years
03/01/2022,Discharge,J2,M,White,43,Bee,23990004,Property,"THEFT PROP>=$1,500<$20K",12/19/2011,08/09/2010,23 to 24 Months & More
02/23/2022,Parole,IT,F,White,42,Ector,23990010,Property,THEFT PROP >=$20K<$100K,02/15/2018,01/01/2014,8 Years
03/23/2022,Parole,G2,M,Black,56,Tom Green,23990013,Property,THEFT PROP>=$200K,02/08/2000,11/07/1997,26 to 30 Years
01/06/2022,Discharge,J2,M,Hispanic,50,Hidalgo,23990194,Property,"THEFT PROP >=$2,500<$30K",06/24/2020,05/19/2018,11 to 12 Months
03/18/2022,Discharge,J2,M,Black,38,Nacogdoches,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/02/2022,10/31/2017,6 Months & Less
12/21/2021,Discharge,J2,M,Black,41,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/31/2021,06/25/2020,17 to 18 Months
07/08/2022,Discharge,J2,F,White,45,Harrison,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/21/2021,09/15/2020,11 to 12 Months
08/03/2022,Discharge,J2,M,Hispanic,43,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/13/2022,03/05/2021,6 Months & Less
11/23/2021,Discharge,J2,M,White,42,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",07/19/2021,08/11/2020,8 to 9 Months
08/18/2022,Discharge,J2,M,White,44,Midland,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/29/2022,06/11/2021,7 to 8 Months
09/16/2021,Discharge,J2,M,Black,54,Nacogdoches,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",02/26/2021,03/21/2020,17 to 18 Months
09/10/2021,Parole,G2,M,White,43,Comal,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/20/2018,01/06/2018,11 to 15 Years
03/22/2022,DMS,G2,M,White,40,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/10/2021,04/16/2021,2 Years & Less
04/19/2022,Discharge,G2,M,Black,48,Collin,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/31/2020,06/26/2018,2 Years & Less
10/21/2021,Discharge,J2,F,Black,37,Bell,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",08/17/2021,01/18/2020,11 to 12 Months
02/03/2022,Discharge,J2,M,White,41,Harris,23990194,Property,"THEFT PROP >=$2,500<$30K",09/20/2021,11/11/2020,6 Months & Less
12/30/2021,Discharge,J1,M,White,40,Midland,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/08/2021,07/10/2020,14 to 15 Months
04/15/2022,Discharge,J2,M,Hispanic,43,Guadalupe,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/30/2021,02/21/2020,14 to 15 Months
09/09/2021,Parole,G2,M,Hispanic,41,El Paso,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",10/05/2017,09/01/2016,10 Years
03/02/2022,Discharge,G2,M,Hispanic,43,El Paso,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/26/2018,02/04/2018,4 Years
05/31/2022,Discharge,J2,M,Black,38,Lamar,23990132,Property,THEFT FROM PERSON,02/05/2021,05/01/2020,15 to 16 Months
10/15/2021,Discharge,J2,M,White,41,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",01/07/2021,07/18/2020,14 to 15 Months
08/26/2022,DMS,G2,M,Hispanic,43,Rockwall,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/06/2021,12/02/2020,4 Years
01/04/2022,Discharge,J2,F,Hispanic,39,Hidalgo,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",06/19/2017,02/10/2017,6 Months & Less
09/01/2021,Discharge,J2,M,White,42,Williamson,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/02/2021,11/14/2020,11 to 12 Months
06/10/2022,Discharge,J2,M,White,37,Taylor,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/07/2021,12/20/2018,17 to 18 Months
11/09/2021,Parole,G2,M,Black,57,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",11/04/2019,07/02/2019,4 Years
11/04/2021,Discharge,J2,M,White,49,Harris,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/28/2021,07/15/2019,6 Months & Less
08/08/2022,Discharge,J2,M,Black,59,Nacogdoches,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/14/2022,04/12/2020,8 to 9 Months
11/10/2021,DMS,G2,M,Hispanic,42,Dallas,23990009,Property,"THEFT PROP<$1,500  2/MORE PREV CONVIC",08/27/2015,09/22/2014,11 to 15 Years
04/01/2022,Parole,G2,M,Black,52,Dallas,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/14/2018,01/19/2018,5 Years
02/04/2022,Parole,G2,M,Black,57,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/26/2021,11/03/2018,3 Years
02/24/2022,Discharge,J2,M,White,42,Potter,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,05/12/2021,08/03/2020,11 to 12 Months
09/09/2021,Parole,G2,M,White,41,Hansford,23990198,Property,THEFT PROP >=$30K<$150K,09/22/2020,08/22/2018,4 Years
08/02/2022,Discharge,J2,M,Hispanic,44,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/13/2021,01/20/2019,6 Months & Less
03/29/2022,SAFPF - Prl,FT,M,White,38,Dallas,23990008,Property,THEFT OF FIREARM,11/11/2019,08/20/2019,SAFPF
05/26/2022,Discharge,J2,M,Black,39,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",01/28/2022,12/11/2021,6 Months & Less
06/03/2022,DMS,G2,M,White,46,Van Zandt,23990011,Property,THEFT PROP>=$100K<$200K,02/15/2018,06/02/2011,6 Years
12/09/2021,Discharge,J2,F,Hispanic,43,Cameron,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/25/2021,03/04/2020,23 to 24 Months & More
01/03/2022,Discharge,J2,M,White,42,Taylor,23990194,Property,"THEFT PROP >=$2,500<$30K",05/21/2021,09/21/2020,14 to 15 Months
01/28/2022,Discharge,J2,F,Hispanic,38,Webb,23990194,Property,"THEFT PROP >=$2,500<$30K",11/10/2020,03/31/2019,23 to 24 Months & More
05/13/2022,Discharge,J2,M,Black,39,Brazos,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,10/28/2021,11/15/2019,19 to 20 Months
08/05/2022,Parole,VI,M,White,43,Hood,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/19/2021,09/08/2018,10 Years
10/08/2021,Discharge,J2,M,White,43,Bexar,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,02/14/2018,12/17/2017,8 to 9 Months
09/30/2021,Discharge,J2,M,Black,39,Harris,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",08/26/2021,04/08/2021,6 Months & Less
09/24/2021,DMS,G2,F,Hispanic,65,Kendall,23990010,Property,THEFT PROP >=$20K<$100K,11/05/2009,12/18/2007,4 Years
07/22/2022,Discharge,J2,M,Hispanic,39,Fort Bend,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/21/2022,01/09/2022,6 to 7 Months
02/28/2022,Parole,IT,M,Black,39,Brazoria,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",03/19/2021,10/15/2020,3 Years
05/02/2022,Discharge,J2,F,White,37,Grayson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/10/2021,07/10/2020,11 to 12 Months
08/26/2022,DMS,G2,M,Hispanic,49,Hidalgo,23990194,Property,"THEFT PROP >=$2,500<$30K",07/13/2022,05/24/2018,5 Years
01/28/2022,Discharge,J2,M,White,55,Denton,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/06/2021,10/15/2019,23 to 24 Months & More
01/19/2022,SAFPF - Prob,FT,M,White,45,Bexar,22990010,Property,BURGLARY OF BLDNG ENTER/CONCEAL INTND THEFT CS,,10/04/2019,SAFPF
01/31/2022,Parole,G2,M,White,40,Hunt,23990198,Property,THEFT PROP >=$30K<$150K,05/21/2021,11/10/2019,7 Years
11/03/2021,Parole,G2,M,Black,43,Nacogdoches,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/16/2016,04/02/2016,8 Years
06/14/2022,DMS,G2,M,White,49,Tarrant,23990197,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,04/13/2020,02/13/2020,3 Years
03/04/2022,Discharge,J2,M,White,42,Smith,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/30/2020,08/31/2018,23 to 24 Months & More
10/07/2021,Discharge,J2,M,Black,42,Dallas,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/27/2021,04/11/2021,6 Months & Less
09/09/2021,Discharge,MD,F,Black,44,Tarrant,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/15/2021,06/10/2020,8 to 9 Months
10/08/2021,Discharge,J2,M,White,42,Dallas,23990194,Property,"THEFT PROP >=$2,500<$30K",05/22/2020,06/08/2019,17 to 18 Months
09/24/2021,Discharge,J1,F,Hispanic,38,Bexar,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",03/01/2021,05/11/2020,8 to 9 Months
07/22/2022,Discharge,J2,M,Hispanic,43,El Paso,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/28/2022,07/22/2020,23 to 24 Months & More
08/31/2022,Parole,G2,M,White,44,Coryell,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",07/28/2021,01/08/2021,4 Years
04/08/2022,Discharge,J2,M,Hispanic,43,Bexar,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/11/2020,11/06/2020,11 to 12 Months
11/05/2021,Discharge,J2,M,Hispanic,40,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",08/31/2021,08/02/2020,6 Months & Less
04/08/2022,Discharge,G2,M,Hispanic,41,Taylor,23990163,Property,THEFT PROP <$1500 2+ CONV ENH,11/23/2015,12/01/2011,8 Years
11/23/2021,Discharge,J1,M,White,40,Harris,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/27/2021,04/29/2021,6 to 7 Months
06/06/2022,Parole,G2,M,Hispanic,39,Nolan,23990198,Property,THEFT PROP >=$30K<$150K,02/09/2021,03/27/2020,5 Years
06/09/2022,SAFPF - Prob,FT,M,White,59,Dallas,23990206,Property,THEFT PROP <$100 W/PREV CONVIC ENH IAT,,11/17/2018,SAFPF
01/04/2022,DMS,G2,M,Hispanic,40,Webb,23990010,Property,THEFT PROP >=$20K<$100K,04/29/2015,07/18/2011,8 Years
08/16/2022,Discharge,J2,M,Black,42,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/15/2022,01/12/2022,8 to 9 Months
07/01/2022,DMS,G1,F,Black,40,Brazos,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",05/20/2019,12/17/2018,6 Years
11/10/2021,Discharge,J2,M,White,48,Cameron,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",04/07/2021,11/13/2020,14 to 15 Months
01/06/2022,Discharge,J2,M,Black,40,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/15/2021,03/29/2021,8 to 9 Months
12/14/2021,Discharge,J2,M,White,42,Ector,23990194,Property,"THEFT PROP >=$2,500<$30K",01/08/2021,05/04/2020,15 to 16 Months
04/19/2022,Discharge,J2,M,Black,40,Brazoria,23990194,Property,"THEFT PROP >=$2,500<$30K",08/16/2021,12/04/2019,11 to 12 Months
12/01/2021,Parole,IT,M,White,42,Montgomery,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/17/2018,04/25/2018,10 Years
01/06/2022,Discharge,J2,M,Hispanic,43,Bexar,23990194,Property,"THEFT PROP >=$2,500<$30K",11/04/2021,03/16/2020,6 Months & Less
09/07/2021,Discharge,J2,M,Hispanic,40,Dallas,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/04/2021,12/16/2019,9 to 10 Months
02/16/2022,Parole,G2,M,Hispanic,40,Collin,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/10/2021,04/16/2021,2 Years & Less
03/11/2022,DMS,G1,M,Hispanic,43,Harris,23990168,Property,THEFT FROM PERSON ENH IAT,02/26/2021,04/01/2019,3 Years
09/21/2021,Parole,G2,M,Hispanic,59,Bexar,23990087,Property,"THEFT>$1,500 <$20K PUB SERV/GOVT CTRATOR",11/23/2009,01/20/2009,21 to 25 Years
03/09/2022,Discharge,J5,M,Hispanic,37,Webb,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/07/2021,11/16/2018,17 to 18 Months
12/28/2021,DMS,1A,M,White,39,Johnson,23990143,Property,THEFT OF MATERIAL 50% ALUM/BRNZE/COPPER <$20K,03/05/2013,10/08/2012,6 Years
09/15/2021,DMS,G2,M,Hispanic,40,Bexar,23990208,Property,THEFT PROP >=$2500<$30K ENH IAT,11/03/2017,10/11/2016,5 Years
02/10/2022,Parole,IT,M,Black,41,Ellis,23990143,Property,THEFT OF MATERIAL 50% ALUM/BRNZE/COPPER <$20K,04/14/2011,06/24/2010,11 to 15 Years
02/15/2022,Discharge,J1,M,Black,43,McLennan,23990194,Property,"THEFT PROP >=$2,500<$30K",02/18/2020,04/06/2018,23 to 24 Months & More
12/21/2021,Discharge,J2,M,White,36,Henderson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",12/14/2020,04/09/2019,13 to 14 Months
12/10/2021,DMS,G2,M,White,41,Orange,23990010,Property,THEFT PROP >=$20K<$100K,02/17/2009,07/30/2008,11 to 15 Years
06/15/2022,Parole,G2,M,Hispanic,40,Bexar,22990010,Property,BURGLARY OF BLDNG ENTER/CONCEAL INTND THEFT CS,01/04/2022,07/12/2021,2 Years & Less
12/20/2021,Discharge,J2,F,Hispanic,38,Ector,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",09/13/2021,03/01/2019,8 to 9 Months
08/29/2022,Parole,G2,F,Black,62,Jefferson,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",04/04/2022,04/21/2020,3 Years
12/01/2021,Parole,G2,M,Hispanic,40,Hidalgo,23990198,Property,THEFT PROP >=$30K<$150K,08/26/2019,03/15/2019,4 Years
08/12/2022,Discharge,J2,M,Hispanic,44,Galveston,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",01/31/2022,10/02/2020,14 to 15 Months
07/27/2022,Discharge,J2,F,Hispanic,41,Taylor,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",06/25/2021,07/10/2018,17 to 18 Months
03/08/2022,Discharge,RP,M,White,43,Taylor,23990194,Property,"THEFT PROP >=$2,500<$30K",08/04/2017,01/09/2017,5 Years
04/08/2022,Discharge,J2,M,White,39,El Paso,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/08/2022,10/06/2021,6 Months & Less
04/14/2022,Parole,OT,M,Hispanic,42,Brazos,23990004,Property,"THEFT PROP>=$1,500<$20K",06/04/2019,01/24/2015,10 Years
02/07/2022,DMS,G2,M,Black,38,Navarro,23990194,Property,"THEFT PROP >=$2,500<$30K",10/06/2017,08/08/2017,4 Years
06/16/2022,Parole,IT,M,White,39,Grimes,23990010,Property,THEFT PROP >=$20K<$100K,06/22/2015,09/21/2014,16 to 20 Years
09/13/2021,Parole,MH,M,Hispanic,40,El Paso,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",07/13/2016,10/14/2015,6 Years
04/01/2022,Discharge,J2,F,White,43,Smith,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/04/2021,02/28/2020,11 to 12 Months
05/04/2022,Discharge,J2,M,White,48,Harris,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",08/17/2018,04/06/2017,23 to 24 Months & More
09/16/2021,Discharge,J2,M,Black,41,Harris,23990132,Property,THEFT FROM PERSON,03/30/2021,01/20/2021,9 to 10 Months
06/06/2022,Discharge,J2,F,White,47,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",02/23/2022,12/17/2020,6 Months & Less
04/13/2022,Discharge,J2,M,Black,44,Tarrant,23990196,Property,"THEFT PROP <$2,500 2/MORE PREV CONV",11/19/2021,10/16/2021,6 Months & Less
10/21/2021,Discharge,J2,M,White,41,Montgomery,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",05/06/2021,12/28/2020,6 to 7 Months
09/07/2021,Discharge,J1,F,White,42,Matagorda,23990196,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",11/06/2019,11/01/2018,6 Months & Less
06/03/2022,Discharge,J2,M,White,41,Tarrant,23990194,Property,"THEFT PROP >=$2,500<$30K",12/10/2021,05/09/2021,8 to 9 Months
09/02/2021,Discharge,J2,M,Hispanic,49,Jim Wells,23990194,Property,"THEFT PROP >=$2,500<$30K",02/09/2021,03/31/2017,11 to 12 Months
08/18/2022,Parole,G2,F,Black,58,Orange,23990209,Property,THEFT PROP <$2500 2+ CONV ENH IAT,01/21/2022,05/23/2020,4 Years
